Timestamp,Please fill in your participant ID,"To start the interaction touch the robot's head and select the ""Start"" option. It will react to your touch! Select the ""Finish the task"" if you don't want to start.",Neutral,Sadness,Anger,Happiness,Excitement,Apology,Pensiveness,Enthusiasm,Worry,Anxiety,Neutral,Sadness,Anger,Happiness,Excitement,Apology,Pensiveness,Enthusiasm,Worry,Anxiety,Neutral,Sadness,Anger,Happiness,Excitement,Apology,Pensiveness,Enthusiasm,Worry,Anxiety,Neutral,Sadness,Anger,Happiness,Excitement,Apology,Pensiveness,Enthusiasm,Worry,Anxiety,Neutral,Sadness,Anger,Happiness,Excitement,Apology,Pensiveness,Enthusiasm,Worry,Anxiety,Neutral,Sadness,Anger,Happiness,Excitement,Apology,Pensiveness,Enthusiasm,Worry,Anxiety,Neutral,Sadness,Anger,Happiness,Excitement,Apology,Pensiveness,Enthusiasm,Worry,Anxiety,Neutral,Sadness,Anger,Happiness,Excitement,Apology,Pensiveness,Enthusiasm,Worry,Anxiety,Neutral,Sadness,Anger,Happiness,Excitement,Apology,Pensiveness,Enthusiasm,Worry,Anxiety,Neutral,Sadness,Anger,Happiness,Excitement,Apology,Pensiveness,Enthusiasm,Worry,Anxiety,Neutral,Sadness,Anger,Happiness,Excitement,Apology,Pensiveness,Enthusiasm,Worry,Anxiety,Neutral,Sadness,Anger,Happiness,Excitement,Apology,Pensiveness,Enthusiasm,Worry,Anxiety,Neutral,Sadness,Anger,Happiness,Excitement,Apology,Pensiveness,Enthusiasm,Worry,Anxiety,Neutral,Sadness,Anger,Happiness,Excitement,Apology,Pensiveness,Enthusiasm,Worry,Anxiety,Neutral,Sadness,Anger,Happiness,Excitement,Apology,Pensiveness,Enthusiasm,Worry,Anxiety,"Approximately, how many more sentences are you willing to read to help the robot?"
06/05/2022 11:32:39,23,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""I owe you an apology.""","""Please try to do your exercises next time.""","""Thank you for your help!""","""It seems like you are taking a long time.""","""I am so worried about my exam results.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""Forgive me, but I must leave now.""","""I will think about it and get back to you.""","""You should be proud of yourself!""","""I know how frustrating it can be.""","""I am not sure how severe the wound is!""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""Jack views an art piece.""","""Jack views an art piece.""","""Jack views an art piece.""","""Jack views an art piece.""","""Jack views an art piece.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Carl leaps into a jeep.""","""Carl leaps into a jeep.""","""Carl leaps into a jeep.""","""Carl leaps into a jeep.""","""Carl leaps into a jeep.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""Linda asks for more darts.""","""Linda asks for more darts.""","""Linda asks for more darts.""","""Linda asks for more darts.""","""Linda asks for more darts.""","""Jack views an art piece.""","""Jack views an art piece.""","""Jack views an art piece.""","""Jack views an art piece.""","""Jack views an art piece.""","""Find your boot in this shute.""","""Find your boot in this shute.""","""Find your boot in this shute.""","""Find your boot in this shute.""","""Find your boot in this shute.""","""Carl leaps into a jeep.""","""Carl leaps into a jeep.""","""Carl leaps into a jeep.""","""Carl leaps into a jeep.""","""Carl leaps into a jeep.""","""Water harms the new born boy.""","""Water harms the new born boy.""","""Water harms the new born boy.""","""Water harms the new born boy.""","""Water harms the new born boy.""","""Linda asks for more darts.""","""Linda asks for more darts.""","""Linda asks for more darts.""","""Linda asks for more darts.""","""Linda asks for more darts.""","""I have not seen my tooth.""","""I have not seen my tooth.""","""I have not seen my tooth.""","""I have not seen my tooth.""","""I have not seen my tooth.""","""Find your boot in this shute.""","""Find your boot in this shute.""","""Find your boot in this shute.""","""Find your boot in this shute.""","""Find your boot in this shute.""","""Work hard or you lose.""","""Work hard or you lose.""","""Work hard or you lose.""","""Work hard or you lose.""","""Work hard or you lose.""","""Water harms the new born boy.""","""Water harms the new born boy.""","""Water harms the new born boy.""","""Water harms the new born boy.""","""Water harms the new born boy.""","""Jim saw the port.""","""Jim saw the port.""","""Jim saw the port.""","""Jim saw the port.""","""Jim saw the port.""","""Your results are unbelievable.""","""Your results are unbelievable.""","""Your results are unbelievable.""","""Your results are unbelievable.""","""Your results are unbelievable.""","""They should start to talk.""","""They should start to talk.""","""They should start to talk.""","""They should start to talk.""","""They should start to talk.""","""We were away a year ago.""","""We were away a year ago.""","""We were away a year ago.""","""We were away a year ago.""",Finish the Task,,,,,,,,,,,20
06/05/2022 12:20:42,24,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""I owe you an apology.""","""Please try to do your exercises next time.""","""Thank you for your help!""","""It seems like you are taking a long time.""","""I am so worried about my exam results.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
06/05/2022 13:11:17,25,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""I owe you an apology.""","""Please try to do your exercises next time.""","""Thank you for your help!""","""It seems like you are taking a long time.""","""I am so worried about my exam results.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""Forgive me, but I must leave now.""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
06/05/2022 14:21:43,26,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""I owe you an apology.""","""Please try to do your exercises next time.""","""Thank you for your help!""","""It seems like you are taking a long time.""","""I am so worried about my exam results.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""Forgive me, but I must leave now.""","""I will think about it and get back to you.""","""You should be proud of yourself!""","""I know how frustrating it can be.""","""I am not sure how severe the wound is!""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""Tom beats that farmer.""","""Tom beats that farmer.""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
06/05/2022 14:04:06,27,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""I owe you an apology.""","""Please try to do your exercises next time.""","""Thank you for your help!""","""It seems like you are taking a long time.""","""I am so worried about my exam results.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""Forgive me, but I must leave now.""","""I will think about it and get back to you.""","""You should be proud of yourself!""","""I know how frustrating it can be.""","""I am not sure how severe the wound is!""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""Jack views an art piece.""","""Jack views an art piece.""","""Jack views an art piece.""","""Jack views an art piece.""","""Jack views an art piece.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Carl leaps into a jeep.""","""Carl leaps into a jeep.""","""Carl leaps into a jeep.""","""Carl leaps into a jeep.""","""Carl leaps into a jeep.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""Linda asks for more darts.""","""Linda asks for more darts.""","""Linda asks for more darts.""","""Linda asks for more darts.""","""Linda asks for more darts.""","""Jack views an art piece.""","""Jack views an art piece.""","""Jack views an art piece.""","""Jack views an art piece.""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
06/05/2022 14:53:34,28,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""I owe you an apology.""","""Please try to do your exercises next time.""","""Thank you for your help!""","""It seems like you are taking a long time.""","""I am so worried about my exam results.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""Forgive me, but I must leave now.""","""I will think about it and get back to you.""","""You should be proud of yourself!""","""I know how frustrating it can be.""","""I am not sure how severe the wound is!""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""John laughs like your father.""","""John laughs like your father.""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
08/05/2022 16:12:56,29,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""I owe you an apology.""","""Please try to do your exercises next time.""","""Thank you for your help!""","""It seems like you are taking a long time.""","""I am so worried about my exam results.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""Forgive me, but I must leave now.""","""I will think about it and get back to you.""","""You should be proud of yourself!""","""I know how frustrating it can be.""","""I am not sure how severe the wound is!""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
06/05/2022 16:03:59,30,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""I owe you an apology.""","""Please try to do your exercises next time.""","""Thank you for your help!""","""It seems like you are taking a long time.""","""I am so worried about my exam results.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""Forgive me, but I must leave now.""","""I will think about it and get back to you.""","""You should be proud of yourself!""","""I know how frustrating it can be.""","""I am not sure how severe the wound is!""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
06/05/2022 16:48:28,31,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""I owe you an apology.""","""Please try to do your exercises next time.""","""Thank you for your help!""","""It seems like you are taking a long time.""","""I am so worried about my exam results.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""Forgive me, but I must leave now.""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
06/05/2022 17:33:13,32,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""I owe you an apology.""","""Please try to do your exercises next time.""","""Thank you for your help!""","""It seems like you are taking a long time.""","""I am so worried about my exam results.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""Forgive me, but I must leave now.""","""I will think about it and get back to you.""","""You should be proud of yourself!""","""I know how frustrating it can be.""","""I am not sure how severe the wound is!""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
06/05/2022 18:13:58,33,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""I owe you an apology.""","""Please try to do your exercises next time.""","""Thank you for your help!""","""It seems like you are taking a long time.""","""I am so worried about my exam results.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""Forgive me, but I must leave now.""","""I will think about it and get back to you.""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
06/05/2022 18:56:06,34,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""I owe you an apology.""","""Please try to do your exercises next time.""","""Thank you for your help!""","""It seems like you are taking a long time.""","""I am so worried about my exam results.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""Forgive me, but I must leave now.""","""I will think about it and get back to you.""","""You should be proud of yourself!""","""I know how frustrating it can be.""","""I am not sure how severe the wound is!""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""Tom beats that farmer.""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
07/05/2022 10:01:32,35,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""I owe you an apology.""","""Please try to do your exercises next time.""","""Thank you for your help!""","""It seems like you are taking a long time.""","""I am so worried about my exam results.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""Forgive me, but I must leave now.""","""I will think about it and get back to you.""","""You should be proud of yourself!""","""I know how frustrating it can be.""","""I am not sure how severe the wound is!""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
07/05/2022 10:47:53,36,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
08/05/2022 18:28:03,37,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""I owe you an apology.""","""Please try to do your exercises next time.""","""Thank you for your help!""","""It seems like you are taking a long time.""","""I am so worried about my exam results.""","""John laughs like your father.""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
07/05/2022 12:03:50,38,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""I owe you an apology.""","""Please try to do your exercises next time.""","""Thank you for your help!""","""It seems like you are taking a long time.""","""I am so worried about my exam results.""","""John laughs like your father.""","""John laughs like your father.""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
08/05/2022 13:05:21,40,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""I owe you an apology.""","""Please try to do your exercises next time.""","""Thank you for your help!""","""It seems like you are taking a long time.""","""I am so worried about my exam results.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""Forgive me, but I must leave now.""","""I will think about it and get back to you.""","""You should be proud of yourself!""","""I know how frustrating it can be.""","""I am not sure how severe the wound is!""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
07/05/2022 15:29:16,41,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""I owe you an apology.""","""Please try to do your exercises next time.""","""Thank you for your help!""","""It seems like you are taking a long time.""","""I am so worried about my exam results.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""Forgive me, but I must leave now.""","""I will think about it and get back to you.""","""You should be proud of yourself!""","""I know how frustrating it can be.""","""I am not sure how severe the wound is!""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""Jack views an art piece.""","""Jack views an art piece.""","""Jack views an art piece.""","""Jack views an art piece.""","""Jack views an art piece.""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
07/05/2022 13:15:19,42,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""I owe you an apology.""","""Please try to do your exercises next time.""","""Thank you for your help!""","""It seems like you are taking a long time.""","""I am so worried about my exam results.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""Forgive me, but I must leave now.""","""I will think about it and get back to you.""","""You should be proud of yourself!""","""I know how frustrating it can be.""","""I am not sure how severe the wound is!""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""The seed is buried in deep.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""Taylor likes stewed Asian food.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""John laughs like your father.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The lord swims in the sea.""","""The seed is buried in deep.""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
08/05/2022 12:02:37,44,Start,"""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""Tom beats that farmer.""","""I owe you an apology.""",Finish the Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
